autor,titulo,enlace,categoria_descriptores,vistas_reales,fecha_publicacion,duracion,duracion_segundos,latent_x,latent_y,latent_z,categoria_principal,tags
Scott Uhl,Beginners Guide: How to Use ABLETON for LIVE BACKING TRACKS,https://www.youtube.com/watch?v=4VXyFgJTRQ0,Beginner Guides (Beginner Guides),147667,2024-08-09,20:03,1203,15.09,35.46,24.52,,
SadowickProduction,Ableton Live 9 : Warping Made Extremely Easy & Fast,https://www.youtube.com/watch?v=SBbN8C81gmo,Beginner Guides (Beginner Guides),143902,2013-08-12,06:14,374,-45.38,70.85,-10.46,,
DECAP,How To Make Your Drums KNOCK (Ableton),https://www.youtube.com/watch?v=eGRo9CcEDd8,"Beat Making & Drums (Beat Making & Drums, Mastering & Audio Polish, Vocal Effects)",143568,2019-08-11,07:32,452,-5.6,-32.5,-100.58,,
Producción Online,How to Produce Music with Ableton Live | 10 First Steps,https://www.youtube.com/watch?v=N-vrz5xlyYU,Beginner Guides (Beginner Guides),136523,2024-08-09,41:57,2517,-59.48,52.85,3.61,,
Sage Audio,How to Mix Vocals in Ableton,https://www.youtube.com/watch?v=z1YskTXhbnI,"Mastering & Audio Polish (Mastering & Audio Polish, Vocal Effects)",136191,2022-08-10,08:13,493,23.48,26.3,116.27,,
You Suck at Producing,Add ENERGY to your Drum Loops | You Suck at Drums #3,https://www.youtube.com/watch?v=Gk1wi0bGW20,Beat Making & Drums (Beat Making & Drums),130799,2021-08-10,14:48,888,18.89,-50.03,-60.81,,
You Suck at Producing,How to make SICK House Drum Beats | You Suck at Drums #5,https://www.youtube.com/watch?v=fGJZPoWXg8c,Beat Making & Drums (Beat Making & Drums),130759,2021-08-10,10:11,611,9.52,-20.36,-70.8,,
Push Patterns,Ableton Live Intro vs Standard vs Suite: Which is Actually Worth It?,https://www.youtube.com/watch?v=JEfbbKdWBiQ,Beginner Guides (Beginner Guides),130214,2024-08-09,08:18,498,-114.38,-10.67,19.23,,
You Suck at Producing,You Suck at Producing: Compression,https://www.youtube.com/watch?v=bUyiL3KmZDI,Mixing Techniques (Mixing Techniques),123478,2018-08-11,06:26,386,57.94,51.17,3.25,,
You Suck at Producing,Creating Effective Transitions (You Suck at Producing #37),https://www.youtube.com/watch?v=dCZIW0ZDEgA,Arrangement & Songwriting (Arrangement & Songwriting),122696,2018-08-11,05:07,307,47.88,-2.09,-3.71,,
Dubspot,How to Create a DJ Mix w/ Traktor + Ableton Live Using Auto-Gain,https://www.youtube.com/watch?v=EaM0Y_KcVAU,Beginner Guides (Beginner Guides),120870,2011-08-13,05:01,301,4.48,8.58,-45.18,,
Seed To Stage,Workflow for Loud Mixes with Ableton Live,https://www.youtube.com/watch?v=dIZH3J1iE2E,Beginner Guides (Beginner Guides),120807,2025-09-13,37:28,2248,-53.97,66.49,51.32,,
Andrew Lepard,LIVE VOCAL SECRETS of the PROs,https://www.youtube.com/watch?v=LNxGmc_IyX8,"Mixing Techniques (Mixing Techniques, Vocal Effects)",120371,2023-08-10,10:14,614,75.19,76.66,-54.87,,
Óscar Calmaestra,Trucos de MEZCLA & MASTERING en ABLETON LIVE | Headroom - Panning -  Ducking Sidechain...,https://www.youtube.com/watch?v=jx2N1m0kUHE,"Mixing Techniques (Mixing Techniques, Mastering & Audio Polish)",117740,2022-08-10,23:26,1406,60.14,52.17,62.45,,
You Suck at Producing,Using Ableton's Reverb (You Suck at Producing #30),https://www.youtube.com/watch?v=r4zTfXkFb6I,Mixing Techniques (Mixing Techniques),117538,2018-08-11,06:52,412,70.0,25.75,6.8,,
SadowickProduction,Ableton Live 10 Ultimate Tutorial 01 - Intro,https://www.youtube.com/watch?v=IJ7iyHqPwhU,Beginner Guides (Beginner Guides),117011,2020-08-10,11:42,702,-82.48,-42.59,27.51,,
Ableton,Learn Push 2: Playing drums,https://www.youtube.com/watch?v=EwZriyteAlI,"Beat Making & Drums (Beat Making & Drums, Live Performance)",116328,2018-08-11,04:28,268,21.34,-41.71,-107.84,,
You Suck at Producing,You Suck at Producing: How to Create Build Ups,https://www.youtube.com/watch?v=SVNVxrgd8cw,Beginner Guides (Beginner Guides),114552,2016-08-11,06:05,365,7.17,-20.72,45.9,,
Mai,HOW TO MIX AND MASTER LIKE A GOD (ABLETON EDITION),https://www.youtube.com/watch?v=G-Jc1E1h5Ig,Beginner Guides (Beginner Guides),113661,2023-08-10,12:09,729,-38.66,98.77,22.05,,
distilled noise,how to really make a Minimal/Micro House drum line/beats (on Ableton) | distilled noise,https://www.youtube.com/watch?v=UmHqjGLo7kw,Beginner Guides (Beginner Guides),112923,2019-08-11,14:44,884,-61.37,14.21,-51.06,,
SadowickProduction,Ableton Live Ultimate Course 09 - The Grids,https://www.youtube.com/watch?v=eLDkQ7WAtB0,Beginner Guides (Beginner Guides),109078,2014-08-12,05:34,334,-74.01,-16.21,34.97,,
Seed To Stage,Ableton Operator Overview,https://www.youtube.com/watch?v=Xahbn7OjRF4,Synthesizers (Synthesizers),107702,2020-08-10,17:42,1062,28.17,-93.66,35.55,,
Ethan Davis,The Secret To Making Progressive House Like The PROS (Ableton Live Masterclass),https://www.youtube.com/watch?v=XS8jOtUu1-s,Beginner Guides (Beginner Guides),107616,2024-08-09,24:16,1456,-48.15,-25.93,-62.55,,
EDMProd,21 Advanced Ableton Live Production Tips,https://www.youtube.com/watch?v=XUQz3SzuVnA,Beginner Guides (Beginner Guides),107258,2019-08-11,21:51,1311,-120.0,28.58,33.9,,
xole,How to Mix Vocals [Ableton Stock Audio Effects],https://www.youtube.com/watch?v=ZRCBxHNB2ls,"Mixing Techniques (Mixing Techniques, Vocal Effects)",103906,2021-08-10,33:17,1997,65.92,47.63,-59.94,,
Berklee Online,Ableton Live: Compressing Vocals | Tips & Tricks | Berklee Online,https://www.youtube.com/watch?v=YjMp5cusBZo,Vocal Effects (Vocal Effects),103286,2017-08-11,06:04,364,-17.1,64.0,-102.66,,
Reid Stefan,Vocal Production in Ableton 10 Tutorial,https://www.youtube.com/watch?v=ZFxf-Gwcff4,Vocal Effects (Vocal Effects),103160,2018-08-11,15:00,900,25.45,51.03,-87.34,,
You Suck at Producing,You Suck at Music Theory #2: Creating Tension,https://www.youtube.com/watch?v=9eTRtWcuzWc,Beginner Guides (Beginner Guides),102767,2019-08-11,07:43,463,-77.14,80.34,15.26,,
Songs By Spencer,6 Steps to Recording PERFECT VOCAL TAKES (Every Time You Record),https://www.youtube.com/watch?v=M0lv_FQt3Nk,Vocal Effects (Vocal Effects),100358,2025-08-09,10:30,630,-1.23,43.86,-107.08,,
EDMProd,Master Ableton Simpler in Under 15 Minutes,https://www.youtube.com/watch?v=a-NdjhwWWTo,Beginner Guides (Beginner Guides),99108,2022-08-10,14:47,887,-9.02,34.42,53.77,,
You Suck at Producing,Writing Multiple Melodies | You Suck at Producing #55,https://www.youtube.com/watch?v=IciswDGYFPY,Beginner Guides (Beginner Guides),98745,2019-08-11,06:39,399,-2.3,-29.39,64.66,,
danny brain,Ableton 12 - Complete Beginner Basics Tutorial,https://www.youtube.com/watch?v=OtT5OCXgqjY,Beginner Guides (Beginner Guides),98320,2024-08-09,21:46,1306,-16.52,1.44,17.88,,
Ableton,Welcome to Max,https://www.youtube.com/watch?v=hJ_RaKHNo4M,Beginner Guides (Beginner Guides),97146,2023-08-10,05:24,324,-48.81,19.33,1.42,,
SadowickProduction,Making A Techno Track Start to Finish In Ableton Live 10 [Beta],https://www.youtube.com/watch?v=tHJ8QUws6F0,Beginner Guides (Beginner Guides),96887,2018-08-11,01:18:30,4710,-42.42,-38.3,-21.83,,
Ableton Tips by PML,MASTERING like a Pro with Free Plugins Only in Ableton Live,https://www.youtube.com/watch?v=HHNJaygm_dI,"Beginner Guides (Beginner Guides, Mixing Techniques, Mastering & Audio Polish)",95944,2022-08-10,20:22,1222,30.99,62.79,63.37,,
You Suck at Producing,Pick The Right Scale for Your Song with Ableton's Scale Mode!,https://www.youtube.com/watch?v=5swFUDMgELY,Beginner Guides (Beginner Guides),95659,2022-08-10,07:14,434,7.32,64.09,29.96,,
You Suck at Producing,how to turn simple lofi beats into FULL SONGS ft. @prodarbour,https://www.youtube.com/watch?v=VOMJUqx_rm0,Beginner Guides (Beginner Guides),95365,2022-08-10,15:57,957,3.5,13.3,36.84,,
You Suck at Producing,You Suck at Producing #48: Using Ableton's Session View,https://www.youtube.com/watch?v=1aIOxEcxT7I,Live Performance (Live Performance),95356,2018-08-11,11:11,671,109.54,-13.5,-7.59,,
Da Fresh,🔴 HOW TO MASTERING | ABLETON LIVE (+ Free Download),https://www.youtube.com/watch?v=hRMKYveATq4,Mastering & Audio Polish (Mastering & Audio Polish),95056,2022-08-10,03:28,208,19.44,43.09,87.66,,
Ethan Davis,15 Tips After 15 Years In Ableton,https://www.youtube.com/watch?v=OsI533hshP4,Beginner Guides (Beginner Guides),93746,2026-02-10,31:15,1875,-18.51,23.47,66.56,,
Da Fresh,🔴 HOW TO MIX KICK & BASS | ABLETON LIVE,https://www.youtube.com/watch?v=mGNulFvMde4,Beginner Guides (Beginner Guides),93616,2022-08-10,02:46,166,-43.36,88.0,-36.46,,
SadowickProduction,Ableton Live Ultimate Course 12 - Working In Arrangement View,https://www.youtube.com/watch?v=NtphRGbWgd0,Arrangement & Songwriting (Arrangement & Songwriting),92489,2014-08-12,09:15,555,33.62,-2.23,1.01,,
LNA Does Audio Stuff,Getting Started With Max For Live,https://www.youtube.com/watch?v=3tYGaR-2pUg,"Beginner Guides (Beginner Guides, Max for Live (M4L))",92068,2021-08-10,17:57,1077,58.24,-15.31,38.21,,
SadowickProduction,Making A Dark Atmospheric Techno Track Start To Finish In Ableton Live 10,https://www.youtube.com/watch?v=mby42Ewjk2o,Beginner Guides (Beginner Guides),91015,2019-08-11,01:52:37,6757,-33.99,-36.43,-29.16,,
Kermode,VOCAL EFFECTS - Ableton Vocal Processing Tutorial,https://www.youtube.com/watch?v=RLehc6EWkys,"Synthesizers (Synthesizers, Vocal Effects)",89795,2020-08-10,10:53,653,-9.73,-120.0,2.87,,
You Suck at Producing,You Suck at Producing: Sends and Returns,https://www.youtube.com/watch?v=SzTGuvAqqfU,Beginner Guides (Beginner Guides),89627,2017-08-11,04:45,285,-7.48,-11.77,80.01,,
DJ Kutski,Ableton Tutorial: Basic 'live' DJ mixing in session view (Kutski),https://www.youtube.com/watch?v=calnB8QLjac,"Mixing Techniques (Mixing Techniques, Live Performance)",88844,2010-08-13,07:14,434,110.59,15.87,6.7,,
Seed To Stage,Drum Mixing Tutorial Ableton Live,https://www.youtube.com/watch?v=y91BqhBsaVM,"Beat Making & Drums (Beat Making & Drums, Mixing Techniques, Max for Live (M4L))",88095,2019-08-11,53:39,3219,36.02,-53.69,-95.35,,
SadowickProduction,Switching To Ableton Live 10 Tutorial - Everything You Need To Know,https://www.youtube.com/watch?v=KE-_mASo3GU,Beginner Guides (Beginner Guides),87768,2018-08-11,57:47,3467,-84.44,-4.75,-1.46,,
EDMProd,"How to Make UK DUBSTEP/140 (like Hamdi, Alix Perez, Benga)",https://www.youtube.com/watch?v=FhQ8u9ET1WM,Beginner Guides (Beginner Guides),87364,2023-08-10,01:41:01,6061,-53.2,41.09,-67.06,,
LNA Does Audio Stuff,Mastering In 5 Steps • Ableton Live Devices Only (Free Preset),https://www.youtube.com/watch?v=5B4uoAIqcAQ,"Mastering & Audio Polish (Mastering & Audio Polish, Max for Live (M4L))",87315,2022-08-10,22:24,1344,3.87,34.25,88.27,,
Yaahn Hunter Jr.,Mixing & Mastering in Ableton Live 12 (Stock Plugins ONLY),https://www.youtube.com/watch?v=Is03RVW9ddU,"Mixing Techniques (Mixing Techniques, Mastering & Audio Polish)",87291,2024-08-09,50:35,3035,60.01,61.96,50.36,,
EDM Tips,The only SOUND SELECTION Tutorial You'll Ever Need,https://www.youtube.com/watch?v=jEdMfr5tLcQ,Mixing Techniques (Mixing Techniques),87067,2024-08-09,17:16,1036,71.53,82.22,6.24,,
ANDREW HUANG,13 Life-Changing Ableton Tips!,https://www.youtube.com/watch?v=-pQaoZb7vPs,Beginner Guides (Beginner Guides),84887,2026-06-10,09:18,558,-88.01,68.08,61.02,,
Ned Rush,Ableton Tutorial - Complex Drum Programming = Ned Rush,https://www.youtube.com/watch?v=9bLvY0brDRo,Beginner Guides (Beginner Guides),84630,2022-08-10,25:21,1521,-64.99,31.03,-9.44,,
Seed To Stage,Music is Midrange - Ableton EQ Eight Tutorial,https://www.youtube.com/watch?v=0-4MBrbxmMA,Mixing Techniques (Mixing Techniques),83297,2024-08-09,16:00,960,98.74,63.64,-0.85,,
Sam Smyers,How to Mix Vocals with Fabfilter Plugins,https://www.youtube.com/watch?v=Exd3QPavyGo,Vocal Effects (Vocal Effects),82864,2022-08-10,11:31,691,8.58,74.36,-73.98,,
Beat Lab,Ableton Wavetable - Fat Sub Bass | Sound Recipes,https://www.youtube.com/watch?v=0xY7NZF3n0w,Synthesizers (Synthesizers),81778,2020-08-10,02:49,169,0.12,-70.82,17.13,,
Chris Green Creative,How To Use Ableton Live Lite (Full Beginner Tutorial),https://www.youtube.com/watch?v=Z71qbx2WCPs,Beginner Guides (Beginner Guides),80699,2025-08-09,10:29,629,-2.81,17.07,6.03,,
Seed To Stage,Mix Busses with Ableton for Bus FX and Quick Stems,https://www.youtube.com/watch?v=eS-G6dzUz8Y,Mixing Techniques (Mixing Techniques),80593,2018-08-11,13:26,806,101.04,44.48,33.83,,
Fearless Beatz,How to Record Vocals Like a PRO in Ableton Live 12,https://www.youtube.com/watch?v=9HEsqI-zvSs,"Vocal Effects (Vocal Effects, MIDI & Automation)",80501,2024-08-09,06:50,410,-7.62,39.72,-81.73,,
Underdog Electronic Music School,The best mastering chain for music production,https://www.youtube.com/watch?v=VKNDB6JhuDw,Mastering & Audio Polish (Mastering & Audio Polish),80385,2023-08-10,08:54,534,19.06,21.22,87.71,,
Seed To Stage,How to Make Better Beats with Ableton,https://www.youtube.com/watch?v=fkt1FdBbbvg,Beginner Guides (Beginner Guides),79163,2022-08-10,25:19,1519,-74.86,31.95,-46.11,,
You Suck at Producing,UNLOCK Music Theory with New Tools in Ableton Live 12,https://www.youtube.com/watch?v=Br2a6XxMZ5M,Beginner Guides (Beginner Guides),78989,2024-08-09,09:17,557,-94.79,86.11,9.74,,
Mickie Wriedt | Film Composer,You Can't Learn Compression Faster Than This!... (to the point),https://www.youtube.com/watch?v=LEhQNUVaY70,Mixing Techniques (Mixing Techniques),78780,2025-08-09,04:27,267,52.69,61.23,-9.16,,
Producción Online,How to MASTER in Ableton Live | FREE Mastering Chain 2025 🎁,https://www.youtube.com/watch?v=ucG6QCXUvgg,Mastering & Audio Polish (Mastering & Audio Polish),77783,2022-08-10,29:26,1766,34.0,41.17,75.23,,
Seed To Stage,Expanding Ableton Operator,https://www.youtube.com/watch?v=nwfPFLRt4Nw,Synthesizers (Synthesizers),76906,2020-08-10,01:11:49,4309,15.42,-96.29,26.28,,
Seed To Stage,Ableton Wavetable Tips and Tricks,https://www.youtube.com/watch?v=N0HhmrWeWjA,Synthesizers (Synthesizers),76493,2020-08-10,13:19,799,-26.98,-69.01,6.59,,
You Suck at Producing,You Suck at Producing: How To Use Automation,https://www.youtube.com/watch?v=ZFXrs2-s_YI,MIDI & Automation (MIDI & Automation),76240,2016-08-11,06:16,376,61.05,-2.73,-44.81,,
LNA Does Audio Stuff,Learn Compressor In 4 min • Ableton Live,https://www.youtube.com/watch?v=xWUfSICwf_A,Beginner Guides (Beginner Guides),74467,2022-08-10,05:01,301,-67.5,34.75,25.79,,
Splice,Ableton Live 11 Lite Beginner Tutorial - FULL Walkthrough,https://www.youtube.com/watch?v=HiX_Kk0B9f0,Beginner Guides (Beginner Guides),74376,2023-08-10,31:48,1908,2.92,28.84,-3.51,,
pointblank music school,Mixing Dance Music in Ableton Live (FFL!),https://www.youtube.com/watch?v=I8SvhHUmqNo,Mixing Techniques (Mixing Techniques),72332,2014-08-12,38:22,2302,88.36,51.73,0.09,,
EDM Tips,11 Ableton Automation Tricks PRO Producers ACTUALLY Use,https://www.youtube.com/watch?v=jMh1_uq_IBY,MIDI & Automation (MIDI & Automation),71436,2023-08-10,34:28,2068,67.31,-16.12,-45.82,,
SadowickProduction,Ableton Live Ultimate Course 13 - Audio Clips,https://www.youtube.com/watch?v=RyZq-vCJnNQ,Beginner Guides (Beginner Guides),70780,2014-08-12,07:48,468,-86.91,-0.32,58.34,,
once upon a synth,Ableton Live Wavetable synth tutorial,https://www.youtube.com/watch?v=m8zYnm8dRuE,Synthesizers (Synthesizers),69737,2019-08-11,25:25,1525,9.68,-76.03,-6.95,,
MOONBOY,13 Insane Ways to Make Any Vocal Sound MAGICAL (Beginner & Advanced),https://www.youtube.com/watch?v=7wcJShg8tn4,"Beginner Guides (Beginner Guides, Vocal Effects)",68945,2025-08-09,17:58,1078,11.96,113.8,-45.71,,
SadowickProduction,Ableton Live 9 Ultimate Course - Entire Playlist In One Video,https://www.youtube.com/watch?v=mO7PN5GPhnA,Beginner Guides (Beginner Guides),68615,2016-08-11,06:47:54,24474,-74.0,-27.58,51.75,,
AMORTAL,How To Add Reverb & Delay On Vocals (Ableton Tutorial),https://www.youtube.com/watch?v=hUJQKRoCI8U,"Mixing Techniques (Mixing Techniques, Vocal Effects)",68040,2021-08-10,09:38,578,58.83,65.4,-60.29,,
Ableton Podcast,Gain Staging & Creating Headroom 101 in Ableton Live,https://www.youtube.com/watch?v=NaXH3mKrZ1o,"Beginner Guides (Beginner Guides, Mixing Techniques)",67252,2022-08-10,11:51,711,10.04,103.53,19.54,,
Ableton Kurse,How to install and import Max for Live devices in your User Library in Ableton Live,https://www.youtube.com/watch?v=Z2VOXsrsecw,"Beginner Guides (Beginner Guides, Max for Live (M4L))",66638,2022-08-10,01:17,77,51.43,-18.71,52.1,,
Chris Liebing,Basic mastering of a DJ MIx Recording,https://www.youtube.com/watch?v=ZEhd4sRuHxw,Mastering & Audio Polish (Mastering & Audio Polish),66008,2020-08-10,12:00,720,29.85,18.2,100.9,,
KARRA,Recording & Mixing Vocals in Ableton 12 | 100% STOCK PLUGINS!,https://www.youtube.com/watch?v=TsIqmGDW3a0,"Mixing Techniques (Mixing Techniques, Vocal Effects)",65789,2024-08-09,23:52,1432,80.38,45.17,-52.39,,
Studio Hacks,Clean Sounding Voice Ableton [Voice Over & Podcasts],https://www.youtube.com/watch?v=DEUjcCXypxU,Beginner Guides (Beginner Guides),65587,2020-08-10,12:31,751,-41.79,84.23,71.26,,
ZW Buckley,I will change your Ableton workflow *FOREVER* in less than 10 minutes,https://www.youtube.com/watch?v=u83XcTqAnls,Beginner Guides (Beginner Guides),65194,2025-08-09,08:51,531,-40.46,45.2,49.04,,
STRANJAH,I Studied Mastering for 2 Months THIS is what I learned! | Drum and Bass Tutorial,https://www.youtube.com/watch?v=ITok90g_fEA,Mastering & Audio Polish (Mastering & Audio Polish),65038,2021-08-10,30:30,1830,16.28,32.71,101.57,,
LNA Does Audio Stuff,What Is Mixing? • Mixing Course For Beginners [Lesson 1] • Ableton Live,https://www.youtube.com/watch?v=oV0tbYHi5Tg,"Mixing Techniques (Mixing Techniques, Max for Live (M4L))",64602,2021-08-10,11:06,666,96.14,25.81,-16.88,,
ELPHNT,"Learn How To Build Max For Live Devices, A Beginner's Guide (Ableton User Group, Cape Town)",https://www.youtube.com/watch?v=eeJikVQc2xI,"Beginner Guides (Beginner Guides, Max for Live (M4L))",63272,2024-08-09,52:23,3143,40.89,-18.42,58.41,,
You Suck at Producing,You Suck at Producing: Panning,https://www.youtube.com/watch?v=kLdn7WrGGPk,Beginner Guides (Beginner Guides),62842,2018-08-11,05:13,313,8.19,-12.48,64.38,,
Ableton Tips by PML,"3 Breakbeat Drum Patterns - Bicep, Franky Wah Style  | Ableton Live Tutorial",https://www.youtube.com/watch?v=DM1M0EfcrRQ,Beginner Guides (Beginner Guides),62244,2022-08-10,16:17,977,-68.97,12.51,-21.6,,
Ash // From Bedroom 2 Banger,this is the BEST professional vocal processing chain I use in Ableton (stock),https://www.youtube.com/watch?v=4p3egprA91Q,Vocal Effects (Vocal Effects),61892,2021-08-10,08:49,529,10.27,92.09,-89.02,,
EDMProd,Every Ableton Live 11 Audio Effect EXPLAINED,https://www.youtube.com/watch?v=xtVLAhiKT0I,Beginner Guides (Beginner Guides),61643,2023-08-10,01:43:38,6218,-36.95,44.55,84.56,,
You Suck at Producing,Ableton Tricks I Learned From Remixing Mr. Bill,https://www.youtube.com/watch?v=xk8HsgS9Gbc,Beginner Guides (Beginner Guides),61576,2023-08-10,09:16,556,-74.89,12.01,15.72,,
TAETRO,the basics of mixing your music in ableton live,https://www.youtube.com/watch?v=T9L9lF9shJ4,"Beginner Guides (Beginner Guides, Mixing Techniques)",61084,2023-08-10,21:25,1285,17.31,106.8,3.15,,
You Suck at Producing,How to get INSANELY loud mixes (ASMR Tutorial),https://www.youtube.com/watch?v=lV_lpR2Wgv8,Beginner Guides (Beginner Guides),60973,2022-08-10,09:47,587,-53.67,70.41,40.87,,
LNA Does Audio Stuff,All About Drum Rack • Ableton Live Tutorial,https://www.youtube.com/watch?v=cYg5BldBe6o,"Beat Making & Drums (Beat Making & Drums, MIDI & Automation)",60788,2021-08-10,19:15,1155,40.29,-23.49,-73.28,,
LNA Does Audio Stuff,"ALL About RETURN Tracks & SENDS In Ableton Live - Tips For Routing, Mixing & Live Performance!",https://www.youtube.com/watch?v=jFUs2mu8IQ4,"Mixing Techniques (Mixing Techniques, Live Performance)",58816,2020-08-10,15:49,949,102.28,7.59,6.38,,
You Suck at Producing,How to Make Your Own De-esser in Ableton | You Suck at Mixing #11,https://www.youtube.com/watch?v=y36rFBUYhEc,"Mixing Techniques (Mixing Techniques, Vocal Effects)",58564,2019-08-11,05:03,303,77.69,55.0,-37.56,,
EDMProd,6 Essential Ableton Workflow Tips You Need to Know,https://www.youtube.com/watch?v=DZlYlBynNLE,Beginner Guides (Beginner Guides),57824,2021-08-10,31:59,1919,-81.4,-18.11,1.61,,
EDMProd,How To Make Tech House (like Noizu & Fisher) [2 HOUR COURSE],https://www.youtube.com/watch?v=ExwcGrTLgK4,Beginner Guides (Beginner Guides),57281,2024-08-09,02:17:26,8246,-64.65,-3.4,-75.22,,
Mix With Jerry,How to Master A Song (Start to Finish) - Complete Guide to Mastering,https://www.youtube.com/watch?v=KzyX_OWrPNQ,"Beginner Guides (Beginner Guides, Mastering & Audio Polish)",56913,2023-08-10,27:33,1653,21.13,75.91,88.68,,
The Audio Professor,Ableton Live 11 Tutorial - How to Program a Drum Beat,https://www.youtube.com/watch?v=IIQWHoEqLqU,Beginner Guides (Beginner Guides),56904,2022-08-10,11:45,705,-34.62,22.02,-23.22,,
Matt Wilde,How I actually make jazz & hip-hop in Ableton,https://www.youtube.com/watch?v=ZOYm-MyeZsA,Beginner Guides (Beginner Guides),55591,2026-01-11,19:07,1147,-23.23,120.0,-8.83,,
Ryan Goutier,How to make a BEAT in Ableton Live 11,https://www.youtube.com/watch?v=MgTtsmVLPz8,Beginner Guides (Beginner Guides),55107,2024-08-09,07:25,445,-21.75,28.2,-30.04,,
Tom Casey Music,This Vocal Chain Technique Will Change the Way You Think About Your Voice,https://www.youtube.com/watch?v=rC0D4C_YdSs,"Mixing Techniques (Mixing Techniques, Vocal Effects)",54985,2025-08-09,11:49,709,91.73,61.68,-54.96,,
SadowickProduction,Ableton Live Ultimate Course 18 - Reverb & Delays,https://www.youtube.com/watch?v=YnKQoYKdj0Y,Mixing Techniques (Mixing Techniques),53724,2014-08-12,12:43,763,88.91,32.96,3.47,,
Sam Smyers,How to Use Multiband Dynamics in Ableton Live 11 - Everything You Need to Know,https://www.youtube.com/watch?v=eHXzTe4Rx-s,Beginner Guides (Beginner Guides),53231,2021-08-10,12:15,735,-98.35,-4.64,-6.03,,
SadowickProduction,Ableton Live Ultimate Course 16 - Coloration,https://www.youtube.com/watch?v=yNviUcN-hjY,Beginner Guides (Beginner Guides),52329,2014-08-12,13:54,834,-88.34,-5.33,39.9,,
Ableton Tutorials & Music habits,Fm synthesis in Ableton Operator,https://www.youtube.com/watch?v=nE0XhQHiZxY,Synthesizers (Synthesizers),52088,2009-08-13,03:38,218,12.35,-85.66,47.98,,
343 Labs,Make Better Techno Drum Patterns In Ableton Live With John Selway,https://www.youtube.com/watch?v=itCtPhbVPqQ,Beginner Guides (Beginner Guides),51844,2021-08-10,08:54,534,-71.6,21.17,-34.25,,
NXISEWOLF,Ableton Live 11 Beginners Tutorial - QUICK & EASY!,https://www.youtube.com/watch?v=sAjpnyfm_Dw,Beginner Guides (Beginner Guides),51640,2021-08-10,19:45,1185,-6.3,-4.26,-19.35,,
You Suck at Producing,You Suck at DJing: Mixing Two Songs in Ableton,https://www.youtube.com/watch?v=F18M_QjfUuw,Mixing Techniques (Mixing Techniques),49538,2015-08-12,04:20,260,67.45,56.51,17.32,,
Iftah,Sting 2 - A Really Nice Acid Line Performance System (Ableton Live / Max For Live / Push 3),https://www.youtube.com/watch?v=u_5oFDmlny8,"Beginner Guides (Beginner Guides, Max for Live (M4L), Live Performance)",49140,2025-08-09,08:36,516,87.43,-22.88,13.61,,
In The Mix,This Overlooked Ableton Feature Will Level Up Your Mix,https://www.youtube.com/watch?v=gWyk8gpse-E,Live Performance (Live Performance),48325,2024-08-09,07:00,420,99.62,-31.3,2.46,,
Reid Stefan,"How To Mix Vocals in Ableton: EQ, Compression, Reverb, Delay | Eventide Plugins",https://www.youtube.com/watch?v=cldWE8rzkRA,"Mixing Techniques (Mixing Techniques, Vocal Effects)",48160,2022-08-10,25:01,1501,47.98,55.59,-51.02,,
Official AHEE,Music Theory for Bass Music with AHEE,https://www.youtube.com/watch?v=mGlu9E4Vpa4,Beginner Guides (Beginner Guides),48131,2022-08-10,28:04,1684,-85.46,72.54,10.24,,
Sequence One,How to Set Volume Levels - Ableton Mixing Tutorial,https://www.youtube.com/watch?v=rvc7N5gZNDk,Mixing Techniques (Mixing Techniques),48018,2025-08-09,16:04,964,83.84,59.36,11.52,,
Push Patterns,Avoid These 10 Mistakes in Ableton Live (You'll Thank Me Later!),https://www.youtube.com/watch?v=9AOrYL1Vcjw,Beginner Guides (Beginner Guides),47995,2025-08-09,20:55,1255,-53.62,-19.93,4.48,,
EDM Tips,how I would learn music production (If I could start over),https://www.youtube.com/watch?v=z2DTUqV2gF4,Beginner Guides (Beginner Guides),47613,2025-08-09,14:54,894,-90.38,45.02,16.1,,
You Suck at Producing,Quantizing and Using Grooves (You Suck at Producing #36),https://www.youtube.com/watch?v=GzOGGLjauPQ,Beginner Guides (Beginner Guides),47383,2018-08-11,04:45,285,-7.58,-4.38,61.8,,
Busiless Music,Making Dark Cinematic Drone in Ableton Wavetable - Ableton Sound Design,https://www.youtube.com/watch?v=OAF_ZXzFHic,Synthesizers (Synthesizers),47376,2022-08-10,14:49,889,-8.01,-98.25,5.95,,
You Suck at Producing,Turn Drum Loops into Melodies with Live 11’s Hybrid Reverb,https://www.youtube.com/watch?v=0l7PS7C1JNw,Mixing Techniques (Mixing Techniques),47328,2021-08-10,06:03,363,86.7,25.92,23.95,,
Will Hatton,11 FREE M4L Devices Producers NEED For Ableton Live,https://www.youtube.com/watch?v=nL3KxXN71Uk,Max for Live (M4L) (Max for Live (M4L)),46367,2025-08-09,06:20,380,81.07,-26.01,80.44,,
Ethan Davis,Making a Song From Scratch in Ableton Live,https://www.youtube.com/watch?v=uUwd05U-U-E,Beat Making & Drums (Beat Making & Drums),45658,2025-12-12,28:16,1696,37.86,-39.66,-82.73,,
You Suck at Producing,How to use Distortion | You Suck at Producing #43,https://www.youtube.com/watch?v=EolO6-evB2M,Beginner Guides (Beginner Guides),45604,2018-08-11,05:01,301,-9.67,-9.65,45.87,,
