autor,titulo,enlace,categoria_descriptores,vistas_reales,fecha_publicacion,latent_x,latent_y,latent_z
freeCodeCamp.org,"Frontend Web Development: In-Depth Project Tutorial (HTML, CSS, JavaScript, TypeScript, React)",https://www.youtube.com/watch?v=MsnQ5uepIaE,Web Development Setup (Web Development Setup),369162,2023-08-10,87.33,-19.41,57.36
Visual Studio Code,Debug a C++ project in VS Code,https://www.youtube.com/watch?v=G9gnSGKYIg4,Beginner Guides (Beginner Guides),367719,2021-08-10,107.26,-22.62,-31.51
Hacked,Visual Studio 2022 | Getting Started Web Design |  HTML & CSS,https://www.youtube.com/watch?v=o_lmRHkLvp8,"Beginner Guides (Beginner Guides, Web Development Setup)",360560,2022-08-10,101.14,-77.89,7.25
Visual Studio Code,Getting Started with Jupyter Notebooks in VS Code,https://www.youtube.com/watch?v=suAkMeWJ1yE,Beginner Guides (Beginner Guides),358452,2025-08-09,99.94,-24.8,-44.25
corbin,The Only GitHub Guide You’ll Ever Need,https://www.youtube.com/watch?v=pJYOG6klqj8,Git & GitHub Integration (Git & GitHub Integration),352440,2025-11-12,81.56,82.41,-39.68
Alex Ziskind,You’re Using the WRONG VS Code… Here’s Why Green Wins,https://www.youtube.com/watch?v=IsJcjrQwgF4,Beginner Guides (Beginner Guides),352198,2025-12-12,114.87,0.91,-66.48
The Code City,How to Commit and Push to Github from VSCode (2026),https://www.youtube.com/watch?v=4dkNn93DIx4,Git & GitHub Integration (Git & GitHub Integration),348491,2024-08-09,81.73,68.24,-23.19
Traversy Media,Markdown Crash Course,https://www.youtube.com/watch?v=HUBNt18RFbo,Beginner Guides (Beginner Guides),338665,2018-08-11,101.63,-6.73,-2.03
Traversy Media,Webpack 5 Crash Course | Frontend Development Setup,https://www.youtube.com/watch?v=IZGNcSuwBZs,Web Development Setup (Web Development Setup),335102,2022-08-10,80.4,-16.81,56.74
ProgrammingKnowledge,Debugging Python with Visual Studio Code (VSCode),https://www.youtube.com/watch?v=b4p-SBjHh28,"Code Debugging & Breakpoints (Code Debugging & Breakpoints, Python & Backend Setup)",331052,2023-08-10,73.3,-68.67,-14.62
render2web,How to Work with Git and GitHub in Visual Studio Code,https://www.youtube.com/watch?v=qdec2M4NwT0,"Beginner Guides (Beginner Guides, Git & GitHub Integration)",316352,2020-08-10,91.3,41.05,34.42
Traversy Media,Command Line Crash Course For Beginners | Terminal Commands,https://www.youtube.com/watch?v=uwAqEzhyjtw,Integrated Terminal & Tasks (Integrated Terminal & Tasks),312716,2023-08-10,74.64,20.49,-24.37
Harsivo CareerStack,"GIT with VSCode | Clone, Commit & Push | Git Commit & Push with VSCode | GIT Clone, Commit & Push",https://www.youtube.com/watch?v=lYiE5lBS13E,Git & GitHub Integration (Git & GitHub Integration),310650,2022-08-10,82.44,54.68,-15.4
Traversy Media,Professional Website From Scratch | HTML & CSS For Beginners,https://www.youtube.com/watch?v=HXYZxVbWkjc,Web Development Setup (Web Development Setup),310216,2024-08-09,86.3,-3.78,92.53
Traversy Media,20 Essential VS Code Extensions,https://www.youtube.com/watch?v=bBTgcO6CKv0,"Extension Setup & Copilot (Extension Setup & Copilot, Shortcuts & Multi-Cursor)",309629,2024-08-09,60.24,40.03,-32.97
Traversy Media,"VSCode ESLint, Prettier & Airbnb Style Guide Setup",https://www.youtube.com/watch?v=SydnKbGc7W8,"Extension Setup & Copilot (Extension Setup & Copilot, Web Development Setup)",306507,2019-08-11,60.88,-21.63,2.5
Traversy Media,VSCode Keyboard Shortcuts For Productivity,https://www.youtube.com/watch?v=Xa5EU-qAv-I,Shortcuts & Multi-Cursor (Shortcuts & Multi-Cursor),301112,2020-08-10,68.46,-2.87,-100.81
The Code City,How to Install Git & Use Git in Visual Studio Code | Git in VSCode (For Beginners),https://www.youtube.com/watch?v=3Tsaxxv9sls,Git & GitHub Integration (Git & GitHub Integration),295971,2024-08-09,88.09,89.02,4.12
Education Analysist,Visual Studio Code setup for HTML CSS and JavaScript | VS Code setup for beginners,https://www.youtube.com/watch?v=3eCmc0t6aqA,Web Development Setup (Web Development Setup),295055,2023-08-10,85.93,-39.14,88.33
Max Rohowsky,"Using Git & GitHub in VSCode: Stage, Commit, and Push",https://www.youtube.com/watch?v=z5jZ9lrSpqk,"Beginner Guides (Beginner Guides, Git & GitHub Integration)",294500,2023-08-10,87.4,58.69,16.6
SleepyCatHey,How I Transformed VS Code Into a Cozy Workspace #devsetup,https://www.youtube.com/watch?v=fgBdE3MsDzs,Theme & Workspace Customization (Theme & Workspace Customization),287881,2025-12-12,66.81,54.65,-47.72
Cole Caccamise,The VS Code/Cursor Setup to INCREASE Productivity (2025),https://www.youtube.com/watch?v=fG6HV3pxtOI,Shortcuts & Multi-Cursor (Shortcuts & Multi-Cursor),286986,2025-08-09,79.23,-2.61,-60.4
Traversy Media,Vite Crash Course | Faster Alternative To CRA,https://www.youtube.com/watch?v=89NJdbYTgJ8,Web Development Setup (Web Development Setup),263910,2023-08-10,74.74,-11.15,54.74
codingisforyou,Visual Studio Code C# Beginner Tutorial: Hello World,https://www.youtube.com/watch?v=jIpybrA1j68,Beginner Guides (Beginner Guides),263537,2019-08-11,99.96,10.67,-25.55
Traversy Media,The Importance of Specialization in Coding,https://www.youtube.com/watch?v=ImSjJwzqAss,Beginner Guides (Beginner Guides),261094,2024-08-09,110.92,4.38,-3.85
Visual Studio Code,Get Started with GitHub Copilot in VS Code (2025),https://www.youtube.com/watch?v=vdBxfFVXnc0,"Extension Setup & Copilot (Extension Setup & Copilot, Git & GitHub Integration)",255240,2025-08-09,59.89,37.21,40.52
Traversy Media,Svelte Crash Course,https://www.youtube.com/watch?v=3TVy6GdtNuQ,Git & GitHub Integration (Git & GitHub Integration),251373,2022-08-10,86.16,72.3,-36.02
Traversy Media,Why I stopped making coding tutorials,https://www.youtube.com/watch?v=WCGTQBCE3FA,Extension Setup & Copilot (Extension Setup & Copilot),246802,2026-01-11,58.72,3.68,-19.13
freeCodeCamp.org,Visual Studio Code Full Course - VS Code for Beginners,https://www.youtube.com/watch?v=UTQp6mvhb0Y,"Beginner Guides (Beginner Guides, Shortcuts & Multi-Cursor)",242687,2021-08-10,93.65,-13.58,-74.08
Coder Coder,VS Code for Absolute Beginners | 2026,https://www.youtube.com/watch?v=lWEKiak0WVU,Beginner Guides (Beginner Guides),231070,2026-01-11,101.1,-2.84,-67.64
James Montemagno,How I Code with GitHub Copilot in Visual Studio 2022 to Boost Productivity Everyday,https://www.youtube.com/watch?v=Z6BYhJl9hV8,"Extension Setup & Copilot (Extension Setup & Copilot, Shortcuts & Multi-Cursor, Git & GitHub Integration)",230873,2025-08-09,61.47,54.44,3.67
Visual Studio Code,Learn Visual Studio Code in 15 minutes: 2026 Official Beginner Tutorial,https://www.youtube.com/watch?v=f8_uF_IDV50,Beginner Guides (Beginner Guides),228231,2026-02-10,86.82,11.99,-45.91
Visual Studio Code,C++ in VS Code: A Quick Guide,https://www.youtube.com/watch?v=qeEcV6u1kV4,Beginner Guides (Beginner Guides),224069,2024-08-09,106.14,-11.8,-53.79
Waatz Developer,How to Link JavaScript to HTML in Visual Studio Code 2021,https://www.youtube.com/watch?v=emLHW0VhzeM,Web Development Setup (Web Development Setup),196427,2021-08-10,83.8,-64.87,70.17
TechWebDocs,How to Use GitHub with VS Code (Full Tutorial),https://www.youtube.com/watch?v=mR9jhYD3bnI,"Beginner Guides (Beginner Guides, Git & GitHub Integration)",191869,2023-08-10,87.44,41.41,25.43
Traversy Media,6 Of My Personal Tips When Learning To Code,https://www.youtube.com/watch?v=H_pBvUFPceA,Shortcuts & Multi-Cursor (Shortcuts & Multi-Cursor),186909,2022-08-10,73.01,-32.08,-75.13
Traversy Media,Learning to code has changed,https://www.youtube.com/watch?v=gQnBetuyktk,Beginner Guides (Beginner Guides),183015,2025-12-12,116.73,-23.39,-14.9
The C# Academy,Github + Visual Studio 2022: Basic Workflow For Beginners,https://www.youtube.com/watch?v=oCvb-Q5lXb8,Git & GitHub Integration (Git & GitHub Integration),182006,2023-08-10,80.12,113.36,-42.66
Traversy Media,Freelance Web Developer Roadmap,https://www.youtube.com/watch?v=PoFkd42WvQA,Web Development Setup (Web Development Setup),181570,2025-08-09,72.95,-42.81,93.39
Visual Studio Code,Use GitHub Copilot agent mode to create an application from scratch,https://www.youtube.com/watch?v=sYepbevm8TY,"Extension Setup & Copilot (Extension Setup & Copilot, Git & GitHub Integration)",176817,2025-08-09,69.37,69.54,33.75
Max Rohowsky,GitHub Copilot in VSCode: Top 10 Features Explained,https://www.youtube.com/watch?v=2nPoiUJpDaU,"Extension Setup & Copilot (Extension Setup & Copilot, Git & GitHub Integration)",176072,2024-08-09,69.42,18.12,51.83
Visual Studio Code,Introducing Agent Skills in VS Code,https://www.youtube.com/watch?v=JepVi1tBNEE,Beginner Guides (Beginner Guides),168673,2026-02-10,109.95,-32.27,-51.73
Nic Conley,How to Use Claude Code in VS Code in 3 Minutes,https://www.youtube.com/watch?v=ph5DRCX_g6s,Beginner Guides (Beginner Guides),167198,2026-02-10,110.83,15.28,-41.56
Junior Coder,"How to create and run html, css and javascript files in VScode editor | 2021 | for beginners |",https://www.youtube.com/watch?v=Bd9p3XxmrfE,Web Development Setup (Web Development Setup),164408,2021-08-10,90.52,-63.43,70.9
SkillCurb,Github COPILOT install and setup with Visual Studio Code,https://www.youtube.com/watch?v=0dSKt4DgnyA,"Extension Setup & Copilot (Extension Setup & Copilot, Git & GitHub Integration)",161814,2023-08-10,62.84,41.23,21.33
MoureDev by Brais Moure,Is GitHub Copilot worth it in VS Code? (honest answer),https://www.youtube.com/watch?v=XpQ7uUXuPHg,"Extension Setup & Copilot (Extension Setup & Copilot, Git & GitHub Integration)",161487,2025-08-09,69.41,36.21,44.12
Mikey No Code,Visual Studio Code Tutorial for Beginners 2026: How to Use VS Code,https://www.youtube.com/watch?v=bj6QSx22zXs,Extension Setup & Copilot (Extension Setup & Copilot),157105,2026-05-11,54.99,22.04,6.01
Visual Studio Code,Master VS Code's keyboard shortcuts in 13 minutes,https://www.youtube.com/watch?v=nWIRJBCjls8,Shortcuts & Multi-Cursor (Shortcuts & Multi-Cursor),156282,2024-08-09,70.18,27.98,-97.33
Education Analysist,Visual Studio Code setup for HTML CSS and JavaScript in 2023 | run html css and javscript in vs code,https://www.youtube.com/watch?v=XX6SObkxZe0,Web Development Setup (Web Development Setup),154589,2023-08-10,90.47,-46.21,83.23
Traversy Media,Claude Code Crash Course For Developers,https://www.youtube.com/watch?v=C2GpeepcmYs,Extension Setup & Copilot (Extension Setup & Copilot),151600,2026-07-10,52.35,6.52,-16.74
Visual Studio Code,Getting Started with Debugging in VS Code (Official Beginner Guide),https://www.youtube.com/watch?v=3HiLLByBWkg,"Beginner Guides (Beginner Guides, Code Debugging & Breakpoints)",150703,2024-08-09,92.51,-45.48,-31.35
Tech With Diego,Git and Github Explained in 7 Minutes | Git and Github Tutorial (2026),https://www.youtube.com/watch?v=y-an0v208A0,Git & GitHub Integration (Git & GitHub Integration),150038,2025-09-13,92.04,98.82,-37.56
Saad Qureshi Official,How to Connect Github to Visual Studio Code (Step by Step),https://www.youtube.com/watch?v=V7WpadAi3RI,Git & GitHub Integration (Git & GitHub Integration),145286,2025-08-09,76.62,107.08,-20.07
Traversy Media,I Tried Vibe Coding - Here Are My Thoughts,https://www.youtube.com/watch?v=bjh7EYdFTo4,Beginner Guides (Beginner Guides),144973,2025-08-09,114.51,11.88,5.68
Traversy Media,Code Faster With Custom VS Code Snippets,https://www.youtube.com/watch?v=JIqk9UxgKEc,"Shortcuts & Multi-Cursor (Shortcuts & Multi-Cursor, Web Development Setup)",141202,2019-08-11,59.5,5.61,-70.6
James Montemagno,Let's try GitHub Copilot Agent mode in VS Code to build a FULL app!,https://www.youtube.com/watch?v=pUK7MRzoTDc,"Extension Setup & Copilot (Extension Setup & Copilot, Git & GitHub Integration)",140722,2025-08-09,65.93,67.41,50.7
Programador X,Visual Studio Code: Tutorial (curso completo de VSCode),https://www.youtube.com/watch?v=FzRGSlhQIyY,Beginner Guides (Beginner Guides),138341,2023-08-10,101.71,52.23,3.81
Tiff In Tech,"What is HTML, CSS, and JavaScript?",https://www.youtube.com/watch?v=DHGhFJZLKMs,"Beginner Guides (Beginner Guides, Web Development Setup)",137740,2022-08-10,101.46,-67.37,31.3
Traversy Media,VSCode In The Cloud - Setup a Remote Dev Environment,https://www.youtube.com/watch?v=9Emn2YQNDl0,Beginner Guides (Beginner Guides),136254,2019-08-11,109.08,31.66,38.7
Coding with Estefania,How to Link CSS to HTML in Visual Studio Code (Step by Step),https://www.youtube.com/watch?v=L2v5SR0Omwc,"Beginner Guides (Beginner Guides, Web Development Setup)",132757,2023-08-10,96.2,-73.33,40.56
Education Analysist,vscode setup for html CSS and JavaScript in hindi | Web Development Setup for html CSS JavaScript,https://www.youtube.com/watch?v=PnwpEo9hcRQ,"Beginner Guides (Beginner Guides, Web Development Setup)",129508,2023-08-10,103.24,-73.31,43.72
Travis Roberts,Using VS Code with Azure DevOps Git Repos,https://www.youtube.com/watch?v=OBmhKQhrO6U,Git & GitHub Integration (Git & GitHub Integration),125983,2022-08-10,93.71,81.67,-14.14
Bob's Programming Academy,HTML CSS JavaScript Tutorial for Beginners | Build Admin Dashboard From Scratch,https://www.youtube.com/watch?v=ewN4_mcaI84,Web Development Setup (Web Development Setup),125423,2023-08-10,88.95,-6.54,74.45
Visual Studio Code,"The Ultimate Agent Mode Tutorial in VS Code: Vision, MCP, Custom Agents & More!",https://www.youtube.com/watch?v=5NxGqnTazR8,Extension Setup & Copilot (Extension Setup & Copilot),117455,2025-12-12,54.77,0.68,34.78
The Common Coder,How To Use Git In VS Code Like A Pro!,https://www.youtube.com/watch?v=twsYxYaQikI,Git & GitHub Integration (Git & GitHub Integration),117261,2024-08-09,87.83,108.73,-5.79
Tech Decode Tutorials,How to Run HTML in Visual Studio Code on Mac using Google Chrome,https://www.youtube.com/watch?v=q9KWvNmM2QU,Web Development Setup (Web Development Setup),105873,2021-08-10,85.97,-57.77,104.53
Game Dev Garnet,How to Setup Github with Unity the Right Way,https://www.youtube.com/watch?v=tTIlDb71t2s,Git & GitHub Integration (Git & GitHub Integration),104892,2024-08-09,84.2,118.55,-24.69
Awais Mirza,How to debug #Angular Code in VS Code Properly - Stop using Console Log,https://www.youtube.com/watch?v=XHEnQM_NieU,Code Debugging & Breakpoints (Code Debugging & Breakpoints),101151,2022-08-10,86.39,-108.1,-48.63
Traversy Media,Top 20 VS Code Shortcuts,https://www.youtube.com/watch?v=4xA5JePvCJc,Shortcuts & Multi-Cursor (Shortcuts & Multi-Cursor),100995,2021-08-10,71.21,11.64,-79.81
Traversy Media,Cursor Crash Course & AI Coding For Beginners,https://www.youtube.com/watch?v=5zR1ZE5aqho,Extension Setup & Copilot (Extension Setup & Copilot),99616,2025-09-13,56.73,19.1,-18.07
Dev Leonardo,Debug a React app with Visual Studio Code,https://www.youtube.com/watch?v=FOXNlZFkbPk,"Code Debugging & Breakpoints (Code Debugging & Breakpoints, Web Development Setup)",98917,2024-08-09,85.77,-69.36,-13.5
Visual Studio Code,Multi-agent workflows in VS Code,https://www.youtube.com/watch?v=J5KTpq7hVn4,Beginner Guides (Beginner Guides),98574,2026-04-11,109.74,-45.33,-40.67
ArjanCodes,Stop Using print(): Learn the VSCode Debugger,https://www.youtube.com/watch?v=XmpIBsnc3xU,Code Debugging & Breakpoints (Code Debugging & Breakpoints),96505,2024-08-09,81.99,-120.0,-36.54
Visual Studio Code,MCP Servers in VS Code and GitHub Copilot,https://www.youtube.com/watch?v=vUQfqW5GKAQ,"Extension Setup & Copilot (Extension Setup & Copilot, Git & GitHub Integration)",96409,2025-09-13,64.03,30.96,50.84
Greg Baugues,Claude Code + GitHub WORKFLOW for Complex Apps,https://www.youtube.com/watch?v=FjHtZnjNEBU,Git & GitHub Integration (Git & GitHub Integration),94051,2025-08-09,81.57,97.25,-53.68
That Voxel Game,How To Debug Python Code In Visual Studio Code (VSCode),https://www.youtube.com/watch?v=oCcTiRGPogQ,Python & Backend Setup (Python & Backend Setup),90656,2023-08-10,76.72,-30.17,-3.78
The Amazing Codeverse,How to link CSS & JavaScript to HTML | Web Development Made Simple,https://www.youtube.com/watch?v=rdyEisoeX-U,Web Development Setup (Web Development Setup),82876,2020-08-10,85.13,-48.69,64.87
ArjanCodes,30 VSCode Keyboard Shortcuts You NEED to Know,https://www.youtube.com/watch?v=dI34jrEtmB0,Shortcuts & Multi-Cursor (Shortcuts & Multi-Cursor),82207,2023-08-10,66.61,-6.66,-120.0
Traversy Media,Are You Too Dumb To Code? A Chat About Imposter Syndrome,https://www.youtube.com/watch?v=2vPVdZWhuM8,Beginner Guides (Beginner Guides),81688,2024-08-09,106.07,8.92,-16.06
Visual Studio Code,Agent mode tools in VS Code,https://www.youtube.com/watch?v=VePxCcF99w4,Beginner Guides (Beginner Guides),81603,2025-08-09,115.43,-34.3,-44.5
Traversy Media,Creating A Simple VSCode Extension,https://www.youtube.com/watch?v=srwsnNhiqv8,Beginner Guides (Beginner Guides),80347,2019-08-11,102.31,19.31,29.07
Microsoft Visual Studio,15 Tips to Boost Your Productivity in Visual Studio,https://www.youtube.com/watch?v=o4kkRqzHDvw,"Beginner Guides (Beginner Guides, Shortcuts & Multi-Cursor)",77864,2023-08-10,93.31,-27.23,-82.97
Visual Studio Code,"Smaller prompts, better answers with GitHub Copilot Custom Instructions",https://www.youtube.com/watch?v=zwIlqbTHjac,"Extension Setup & Copilot (Extension Setup & Copilot, Git & GitHub Integration)",77748,2025-08-09,59.03,46.4,59.9
GitKraken,GitLens Tutorial: How to use the VS Code Extension,https://www.youtube.com/watch?v=oJdlGtsbc3U,Beginner Guides (Beginner Guides),77580,2024-08-09,103.69,11.7,-46.5
Kevin Powell,"Why I only use vanilla HTML, CSS, and JS on YouTube",https://www.youtube.com/watch?v=HuI4fDxDM0g,Web Development Setup (Web Development Setup),76731,2023-08-10,92.97,-28.11,72.81
JavaScript Mastery,15 Best VS Code Shortcuts to Boost Your Development Productivity (simple and incredibly efficient!),https://www.youtube.com/watch?v=fNWxN0q-ZgE,Shortcuts & Multi-Cursor (Shortcuts & Multi-Cursor),71189,2022-08-10,76.73,3.93,-115.58
Visual Studio Code,Top 5 VS Code Productivity Tips Marathon,https://www.youtube.com/watch?v=HIqONcVBEm0,Shortcuts & Multi-Cursor (Shortcuts & Multi-Cursor),67983,2023-08-10,73.86,-15.86,-82.7
Automation Step by Step,Visual Studio Code Beginner Tutorial | Learn VS Code in 7 steps | Windows and Mac OS,https://www.youtube.com/watch?v=Y7eoHDrw-aU,Beginner Guides (Beginner Guides),63465,2019-08-11,92.04,37.25,-52.49
DevOps Directive,How to debug Docker containers! (Python + VSCode),https://www.youtube.com/watch?v=qCCj7qy72Bg,Python & Backend Setup (Python & Backend Setup),61662,2020-08-10,79.56,-16.9,-5.04
Visual Studio Code,GitHub with VS Code,https://www.youtube.com/watch?v=jWLUhHWXMT8,"Extension Setup & Copilot (Extension Setup & Copilot, Git & GitHub Integration)",60625,2021-08-10,64.94,37.65,37.47
EmbeddedGeek,Visual Studio Code for STM32 development and debugging - Part 2,https://www.youtube.com/watch?v=xaC5oWwzOt0,Code Debugging & Breakpoints (Code Debugging & Breakpoints),58454,2021-08-10,84.39,-81.55,-28.09
Traversy Media,I've Changed My Opinion On DEVELOPERS Vibe Coding,https://www.youtube.com/watch?v=4V5G3wtrmhg,Extension Setup & Copilot (Extension Setup & Copilot),56547,2026-06-10,55.06,-12.68,-23.97
Max Rohowsky,"Using Git & GitHub in VSCode: Branches, Pull Requests & Merges",https://www.youtube.com/watch?v=Dedz4gRHezg,Git & GitHub Integration (Git & GitHub Integration),56459,2023-08-10,88.02,70.67,-14.25
IT-Made-Easy,"What is HTML, CSS and JavaScript? What is Frontend and Backend Development?",https://www.youtube.com/watch?v=U8542COlBiU,Web Development Setup (Web Development Setup),53436,2021-08-10,83.82,-29.89,59.77
Traversy Media,Clean Code vs Preference,https://www.youtube.com/watch?v=ou6x2qcLOLI,Beginner Guides (Beginner Guides),51989,2023-08-10,111.7,-7.3,-43.46
Roberts Dev Talk,Debug Typescript Node apps in Visual Studio Code (Great for NestJS!),https://www.youtube.com/watch?v=f3i9b3uK00U,Web Development Setup (Web Development Setup),51120,2021-08-10,76.82,-69.16,77.03
SFDC Stop,How to connect VSCode Salesforce Project to GitHub ? | Getting Started with Version Control System,https://www.youtube.com/watch?v=AxBu4JARPCM,"Beginner Guides (Beginner Guides, Git & GitHub Integration)",50847,2020-08-10,91.11,61.88,45.63
Amit Thinks,Visual Studio Code Tutorial for Beginners | Learn VS Code in 1 Hour | Amit Thinks,https://www.youtube.com/watch?v=mK17Tel7dA8,Beginner Guides (Beginner Guides),48840,2022-08-10,94.05,9.82,-38.34
Collaboration Simplified,Build NEXT-LEVEL Copilot Agents with VS Code & GitHub Copilot,https://www.youtube.com/watch?v=TrZ6fKBENB8,"Extension Setup & Copilot (Extension Setup & Copilot, Git & GitHub Integration)",45635,2026-04-11,65.34,48.44,53.15
Playwright,Debugging Playwright tests in VS Code,https://www.youtube.com/watch?v=tJF7UhA59Gc,Code Debugging & Breakpoints (Code Debugging & Breakpoints),44228,2023-08-10,84.08,-90.74,-42.03
Tech With Tim,Become a VSCode Pro: Essential Features and Shortcuts,https://www.youtube.com/watch?v=phC-vKlNoaM,Shortcuts & Multi-Cursor (Shortcuts & Multi-Cursor),43061,2023-08-10,70.33,-26.64,-115.59
LearnWebCode,VS Code Tutorial For Beginners (Free Copilot AI 2026),https://www.youtube.com/watch?v=QkmPe68UePg,Extension Setup & Copilot (Extension Setup & Copilot),41877,2025-12-12,59.1,24.76,-0.17
Visual Studio Code,Hands-On Lab: The Power of GitHub Copilot in VS Code,https://www.youtube.com/watch?v=dxDqelvVc2U,"Beginner Guides (Beginner Guides, Extension Setup & Copilot, Git & GitHub Integration)",41669,2026-01-11,84.84,39.8,53.79
Your Fix Guide,How To Link Visual Studio Code To GitHub (Full Guide),https://www.youtube.com/watch?v=acLAaFPjOTo,Git & GitHub Integration (Git & GitHub Integration),41415,2025-10-13,79.76,88.17,-21.24
Height Above Sea Level,Visual Studio Code (VS Code) Made Easy For Beginners - 2024,https://www.youtube.com/watch?v=bfvq_kTbnd8,Beginner Guides (Beginner Guides),41112,2024-08-09,91.03,24.29,-8.95
Everything Computerized (CA),Visual Studio Code: Complete Tutorial for Beginners in 2024.,https://www.youtube.com/watch?v=SGbBQV9steE,Beginner Guides (Beginner Guides),40921,2024-08-09,94.08,31.83,-16.5
Coding2GO,How I Code INSANELY FAST in VS Code - Emmet Tutorial,https://www.youtube.com/watch?v=F_0rS5DDi3M,"Shortcuts & Multi-Cursor (Shortcuts & Multi-Cursor, Web Development Setup)",40290,2025-08-09,64.13,10.31,-73.04
Framework Tech,Master HTML with Visual Studio Code | Beginner's Guide,https://www.youtube.com/watch?v=fzWdtSGRVNo,"Beginner Guides (Beginner Guides, Web Development Setup)",39418,2023-08-10,96.4,-69.84,20.32
John Kealy | Mobile Apps with AI,How to use breakpoints in Vscode for debugging,https://www.youtube.com/watch?v=7vVKBRjFbeg,Code Debugging & Breakpoints (Code Debugging & Breakpoints),38939,2022-08-10,78.93,-90.83,-34.27
Web Tech Knowledge,⚡ How to Set Up GitHub Copilot in VS Code — Full Beginner’s Guide,https://www.youtube.com/watch?v=mV40u-vaBo8,"Beginner Guides (Beginner Guides, Extension Setup & Copilot, Git & GitHub Integration)",38520,2025-11-12,83.45,34.15,41.13
Visual Studio Code,Copilot CLI in VS Code,https://www.youtube.com/watch?v=_l3UO1oUoec,"Extension Setup & Copilot (Extension Setup & Copilot, Integrated Terminal & Tasks)",38425,2026-03-12,69.32,14.41,-19.01
Visual Studio Code,"Agent HQ for VS Code: Local, Cloud and Background agents",https://www.youtube.com/watch?v=PAgLzv1Lp1o,Beginner Guides (Beginner Guides),38034,2026-01-11,105.73,-42.54,-60.7
Sunfire Sensei,Visual Studio Code Tutorial for Beginners to Advance in Hindi || #mern #vscode (VS Code),https://www.youtube.com/watch?v=J24hPQ0riVE,Beginner Guides (Beginner Guides),36587,2024-08-09,95.36,14.46,-59.06
KodeKloud,GitHub Copilot Setup in VS Code: Complete Installation & Configuration Guide,https://www.youtube.com/watch?v=wxaxlIlN7BA,"Beginner Guides (Beginner Guides, Extension Setup & Copilot, Git & GitHub Integration)",36556,2025-08-09,80.49,32.75,51.96
Web Dev Simplified,63 VSCode Keyboard Shortcuts I Use Daily,https://www.youtube.com/watch?v=AvJmpPFoZTg,"Shortcuts & Multi-Cursor (Shortcuts & Multi-Cursor, Web Development Setup)",36460,2025-08-09,62.57,0.18,-87.15
Microsoft Visual Studio,20 Must-Know Visual Studio Shortcuts for Developers,https://www.youtube.com/watch?v=nhEHXQGVmaQ,Shortcuts & Multi-Cursor (Shortcuts & Multi-Cursor),35430,2024-08-09,70.87,24.91,-71.91
Ali Hossain,VS Code Keyboard Shortcuts to Boost your Productivity,https://www.youtube.com/watch?v=heJnXtPelJQ,Shortcuts & Multi-Cursor (Shortcuts & Multi-Cursor),35401,2023-08-10,72.64,8.47,-101.04
Code 2020,VS Code tips — Debugging Jupyter notebooks,https://www.youtube.com/watch?v=CY6uZIoF_kQ,"Shortcuts & Multi-Cursor (Shortcuts & Multi-Cursor, Code Debugging & Breakpoints, Python & Backend Setup)",35351,2022-08-10,75.93,-28.55,-49.75
HuXn WebDev,Ultimate Visual Studio Code Course: 3 Hours of Beginner to Advanced Tips and Techniques,https://www.youtube.com/watch?v=Xwuhoh1UEuk,"Beginner Guides (Beginner Guides, Shortcuts & Multi-Cursor)",35015,2023-08-10,90.93,-22.85,-66.69
Visual Studio Code,Learn Visual Studio Code (For the Web),https://www.youtube.com/watch?v=2sdXMJZKLJE,Web Development Setup (Web Development Setup),34262,2025-08-09,78.46,-45.5,85.12
Jean-Christophe Chouinard,INSTALL Git and Github with VSCode (Visual Studio Code),https://www.youtube.com/watch?v=PzYxpncAYD8,Git & GitHub Integration (Git & GitHub Integration),33880,2023-08-10,83.49,82.2,-7.9
ProgrammingKnowledge,How to Use Git and GitHub with VSCode | Using Git with Visual Studio Code,https://www.youtube.com/watch?v=Vn0LYZ8Qepc,Git & GitHub Integration (Git & GitHub Integration),33288,2025-08-09,88.0,89.03,-12.32
Microsoft Visual Studio,Customizing GitHub Copilot in Visual Studio with Custom Instructions,https://www.youtube.com/watch?v=BdZWFlFiHHY,"Extension Setup & Copilot (Extension Setup & Copilot, Git & GitHub Integration)",32852,2025-08-09,58.49,55.17,48.12
ArjanCodes,How to Easily Debug a FastAPI App in VSCode,https://www.youtube.com/watch?v=C-bie4ZY_o0,"Code Debugging & Breakpoints (Code Debugging & Breakpoints, Python & Backend Setup)",31843,2025-08-09,72.84,-78.48,1.79
Hablu Programmer,Vs Code Crash Course Bangla Tutorial-  এক ভিডিওতে Visual Studio Code শিখুন,https://www.youtube.com/watch?v=S8j1IFr8Ngg,Beginner Guides (Beginner Guides),31774,2022-08-10,96.08,-4.18,-19.12
The Code City,How to Create GitHub Repository and Push From VS Code Easily (2024) | VS Code to GitHub,https://www.youtube.com/watch?v=jVO26l-KGN8,Git & GitHub Integration (Git & GitHub Integration),31618,2025-08-09,76.19,74.28,-36.93
Visual Studio Code,5 New VS Code Features for Smarter Agents,https://www.youtube.com/watch?v=MvwcWWp1NFs,Beginner Guides (Beginner Guides),31140,2026-03-12,107.05,-20.89,-80.3
GitHub,What every GitHub user should know about VS Code - GitHub Satellite 2020,https://www.youtube.com/watch?v=T6sW1Dk9B4E,Git & GitHub Integration (Git & GitHub Integration),31056,2020-08-10,88.08,99.55,-59.51
